code,titlemerge
f.20552,Behavioural_and_miscellaneous_addictions
f.20553,Methods_of_self-harm_used
f.20554,Actions_taken_following_self-harm
f.20599,Order_of_asking_questions
f.20600,Liking_for_adding_salt_to_foods
f.20601,Liking_for_aniseed
f.20602,Liking_for_apple_juice
f.20603,Liking_for_apples
f.20604,Liking_for_asparagus
f.20605,Liking_for_aubergine
f.20606,Liking_for_avocados
f.20607,Liking_for_bacon
f.20608,Liking_for_baked/steamed_fish
f.20609,Liking_for_bananas
f.20610,Liking_for_barbequed_or_grilled_meat
f.20611,Liking_for_beef_steak
f.20612,Liking_for_beetroot
f.20613,Liking_for_bell_pepper
f.20614,Liking_for_bicycling
f.20615,Liking_for_biscuits
f.20616,Liking_for_bitter_foods
f.20617,Liking_for_bitter/ale
f.20618,Liking_for_black_olives
f.20619,Liking_for_black_pepper
f.20620,Liking_for_blue_cheese
f.20621,Liking_for_bolognese_sauce
f.20622,Liking_for_broad_beans
f.20623,Liking_for_broccoli
f.20624,Liking_for_brown_rice
f.20625,Liking_for_brussel_sprouts
f.20626,Liking_for_burgers_(meat)
f.20627,Liking_for_burn_of_spicy_foods
f.20628,Liking_for_butter_on_bread
f.20629,Liking_for_butternut_squash
f.20630,Liking_for_cabbage
f.20631,Liking_for_cake
f.20632,Liking_for_cake_icing
f.20633,Liking_for_capers
f.20634,Liking_for_cauliflower
f.20635,Liking_for_cereal/granola_bar
f.20636,Liking_for_cheesecake
f.20637,Liking_for_cherries
f.20638,Liking_for_chicken
f.20639,Liking_for_chilli_pepper
f.20640,Liking_for_chips/french_fries
f.20641,Liking_for_cigarette_smoking
f.20642,Liking_for_cod
f.20643,Liking_for_coffee_with_sugar
f.20644,Liking_for_coffee_without_sugar_
f.20645,Liking_for_coriander
f.20646,Liking_for_corn_flakes
f.20647,Liking_for_cream
f.20648,Liking_for_croissant
f.20649,Liking_for_cucumber
f.20650,Liking_for_curry
f.20651,Liking_for_dairy_products
f.20652,Liking_for_dark_chocolate
f.20653,Liking_for_diet_fizzy_drinks
f.20654,Liking_for_dried_fruit
f.20655,Liking_for_eggs
f.20656,Liking_for_exercising_alone
f.20657,Liking_for_exercising_with_others
f.20658,Liking_for_extra_virgin_olive_oil
f.20659,Liking_for_fatty_foods
f.20660,Liking_for_fresh_tomatoes
f.20661,Liking_for_fried_chicken
f.20662,Liking_for_fried/battered_fish
f.20663,Liking_for_fruit
f.20664,Liking_for_garlic
f.20665,Liking_for_gherkins
f.20666,Liking_for_globe_artichoke
f.20667,Liking_for_goat's_cheese
f.20668,Liking_for_going_to_a_cafe
f.20669,Liking_for_going_to_the_gym
f.20670,Liking_for_going_to_the_pub
f.20671,Liking_for_grapefruit
f.20672,Liking_for_green_olives
f.20673,Liking_for_haddock
f.20674,Liking_for_ham
f.20675,Liking_for_hard_cheese
f.20676,Liking_for_herring
f.20677,Liking_for_honey
f.20678,Liking_for_horseradish/wasabi
f.20679,Liking_for_ice_cream
f.20680,Liking_for_jam
f.20681,Liking_for_kiwi_fruit
f.20682,Liking_for_lager
f.20683,Liking_for_lamb
f.20684,Liking_for_lemons
f.20685,Liking_for_lentils/beans
f.20686,Liking_for_liver
f.20687,Liking_for_mackerel
f.20688,Liking_for_marzipan
f.20689,Liking_for_mayonnaise
f.20690,Liking_for_melon
f.20691,Liking_for_milk_chocolate
f.20692,Liking_for_mushrooms
f.20693,Liking_for_onions
f.20694,Liking_for_orange_juice
f.20695,Liking_for_oranges
f.20696,Liking_for_pasta
f.20697,Liking_for_pears
f.20698,Liking_for_pizza
f.20699,Liking_for_plain_yogurt
f.20700,Liking_for_plums
f.20701,Liking_for_pollock
f.20702,Liking_for_pork_chop
f.20703,Liking_for_porridge
f.20704,Liking_for_potato_crisps
f.20705,Liking_for_potatoes
f.20706,Liking_for_prawns
f.20707,Liking_for_raw_carrots
f.20708,Liking_for_red_meat
f.20709,Liking_for_red_wine
f.20710,Liking_for_regular_(non-diet)_fizzy_drinks
f.20711,Liking_for_roast_chicken
f.20712,Liking_for_salad_dressing
f.20713,Liking_for_salad_leaves
f.20714,Liking_for_salami
f.20715,Liking_for_salmon
f.20716,Liking_for_salty_foods
f.20717,Liking_for_salty_pretzels
f.20718,Liking_for_sardines
f.20719,Liking_for_sausages_(meat)
f.20720,Liking_for_savoury_biscuits
f.20721,Liking_for_shellfish_(other_than_prawns)
f.20722,Liking_for_skimmed_milk
f.20723,Liking_for_smoked_fish
f.20724,Liking_for_soft_cheese
f.20725,Liking_for_soy_sauce
f.20726,Liking_for_soya_milk
f.20727,Liking_for_spicy_foods
f.20728,Liking_for_spinach
f.20729,Liking_for_spirits
f.20730,Liking_for_strawberries
f.20731,Liking_for_sweet_coffee_house_drinks
f.20732,Liking_for_sweet_foods
f.20733,Liking_for_taking_the_stairs
f.20734,Liking_for_tea_with_sugar
f.20735,Liking_for_tea_without_sugar
f.20736,Liking_for_tomato_ketchup
f.20737,Liking_for_tinned_tuna
f.20738,Liking_for_turnip_(white)
f.20739,Liking_for_vegetables
f.20740,Liking_for_vinegar
f.20741,Liking_for_watching_television
f.20742,Liking_for_whisky
f.20743,Liking_for_white_bread
f.20744,Liking_for_white_rice
f.20745,Liking_for_white_wine
f.20746,Liking_for_whole_grain_breakfast_cereal
f.20747,Liking_for_whole_milk
f.20748,Liking_for_wholemeal_bread
f.20749,Liking_for_working_up_a_sweat
f.20750,When_food_preferences_questionnaire_completed
f.20751,Duration_of_questionnaire
f.21000,Ethnic_background
f.21001,Body_mass_index_(BMI)
f.21002,Weight
f.21003,Age_when_attended_assessment_centre
f.21004,Number_of_puzzles_correct
f.21011,FDA_data_file_(left)
f.21012,FDS_data_file_(left)
f.21013,FDA_data_file_(right)
f.21014,FDS_data_file_(right)
f.21015,Fundus_retinal_eye_image_(left)
f.21016,Fundus_retinal_eye_image_(right)
f.21017,OCT_image_slices_(left)
f.21018,OCT_image_slices_(right)
f.21021,Pulse_wave_Arterial_Stiffness_index
f.21022,Age_at_recruitment
f.21023,When_digestive_health_questionnaire_completed
f.21024,Ever_diagnosed_with_IBS
f.21025,Frequency_of_discomfort/pain_in_abdomen_in_last_3_months
f.21026,Discomfort/pain_occurring_only_during_menstrual_bleed
f.21027,Abdominal_discomfort/pain_for_6_months_or_longer
f.21028,Frequency_of_discomfort/pain_getting_better_or_stopping_after_a_bowel_movement
f.21029,More_frequent_bowel_movements_when_abdominal_discomfort/pain_started
f.21030,Less_frequent_bowel_movements_when_abdominal_discomfort/pain_started
f.21031,Stools_looser_when_abdominal_discomfort/pain_started
f.21032,Frequency_of_harder_stools_when_abdominal_discomfort/pain_started
f.21033,Frequency_of_hard/lumpy_stools_in_the_last_3_months
f.21034,Frequency_of_loose/mushy/watery_stools_in_the_last_3_months
f.21035,Currently_(in_last_3_months)_suffer_from_abdominal_pain
f.21036,Severity_of_current_abdominal_pain
f.21037,Number_of_days_(out_of_10)_with_abdominal_pain
f.21038,Currently_suffer_from_abdominal_distension
f.21039,Severity_of_current_abdominal_distension/tightness
f.21040,Satisfaction_with_bowel_habits
f.21041,Degree_to_which_abdominal_pain/discomfort/altered_bowel_habits_affect/interfere_with_life_in_general
f.21042,Greatest_number_of_times_bowels_opened_per_day
f.21043,Least_number_of_times_bowels_opened_per_week
f.21044,Average_number_of_times_bowels_opened_per_day
f.21045,Number_of_weeks_absent_from_work_due_to_IBS_in_the_last_year
f.21046,When_gave_up_work_due_to_IBS
f.21047,Number_of_weeks_(in_the_last_year)_at_work_suffering_because_of_IBS
f.21048,Degree_bothered_by_back_pain_in_the_past_3_months
f.21049,Degree_bothered_by_pain_in_arms/legs/joints_in_the_past_3_months
f.21050,Degree_bothered_by_menstrual_cramps_or_other_problems_with_period_in_the_last_3_months
f.21051,Degree_bothered_by_headaches_in_the_last_3_months
f.21052,Degree_bothered_by_chest_pain_in_the_last_3_months
f.21053,Degree_bothered_by_dizziness_in_the_last_3_months
f.21054,Degree_bothered_by_fainting_spells_in_the_last_3_months
f.21055,Degree_bothered_by_feeling_heart_pound/race_in_the_last_3_months
f.21056,Degree_bothered_by_shortness_of_breath_in_the_last_3_months
f.21057,Degree_bothered_by_pain/problems_during_intercourse_in_the_last_3_months
f.21058,Degree_bothered_by_urinary_frequency/bladder_irritability_in_the_last_3_months
f.21059,Degree_bothered_by_nausea_in_the_last_3_months
f.21060,Degree_bothered_by_feeling_tired_all_the_time_in_the_last_3_months
f.21061,Degree_bothered_by_trouble_sleeping_in_the_last_3_months
f.21062,Ever_been_offered/sought_treatment_for_anxiety
f.21063,Ever_been_offered/sought_treatment_for_depression
f.21064,Sensitive_stomach
f.21065,Family_history_of_IBS
f.21066,Born_by_caesarian_section
f.21067,Long-term/recurrent_antibiotics_as_child_or_teenager
f.21068,Diagnosed_with_coeliac_disease_or_gluten_sensitivity
f.21069,Method_of_coeliac_disease/gluten_sensitivity_diagnosis
f.21070,Speed_of_onset_of_IBS_symptoms
f.21071,Infectious_illness_diagnosis_status_when_IBS_symptoms_first_began
f.21072,Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began
f.21073,Fever_when_IBS_symptoms_first_began
f.21074,Diarrhoea_when_IBS_symptoms_first_began
f.21075,Bloody_diarrhoea_when_IBS_symptoms_first_began
f.21076,Vomiting_when_IBS_symptoms_first_began
f.21611,Reception_duration
f.21621,Consent_duration
f.21622,Touchscreen_duration
f.21625,Touchscreen_cognitive_duration
f.21631,Verbal_interview_duration
f.21634,Biometrics_duration
f.21642,Sample_collection_duration
f.21651,Conclusion_duration
f.21661,Imaging_screening_duration
f.21662,Brain_MRI_duration
f.21663,Chest_MRI_duration
f.21664,DXA_assessment_duration
f.21665,Carotid_ultrasound_duration
f.21666,ECG_at_rest_duration
f.21671,Cardiac_monitor_duration
f.21711,Reception_authorisation
f.21721,Consent_authorisation
f.21722,Touchscreen_authorisation
f.21723,Touchscreen_cognitive_authorisation_(pilot)
f.21725,Touchscreen_cognitive_authorisation
f.21731,Verbal_interview_authorisation
f.21732,Pilot_Spirometry_authorisation
f.21733,Measurement/Impedance_authorisation_(pilot)
f.21734,Biometrics_authorisation
f.21736,Eye_measures_authorisation
f.21738,ECG_during_exercise_authorisation
f.21741,Urine_collection_authorisation
f.21742,Sample_collection_authorisation
f.21751,Conclusion_authorisation
f.21761,Imaging_screening_authorisation
f.21762,Brain_MRI_authorisation
f.21763,Chest_MRI_authorisation
f.21764,DXA_assessment_authorisation
f.21765,Carotid_ultrasound_authorisation
f.21766,ECG_at_rest_authorisation
f.21771,Cardiac_monitor_authorisation
f.21811,Reception_sign-off_timestamp
f.21821,Consent_sign-off_timestamp
f.21822,Touchscreen_sign-off_timestamp
f.21823,Touchscreen_cognitive_sign-off_timestamp_(pilot)
f.21825,Touchscreen_cognitive_sign-off_timestamp
f.21831,Verbal_nterview_sign-off_timestamp
f.21832,Pilot_Spirometry_sign-off_timestamp
f.21833,Measurement/Impedance_sign-off_timestamp_(pilot)
f.21834,Biometrics_sign-off_timestamp
f.21836,Eye_measures_sign-off_timestamp
f.21838,ECG_during_exercise_sign-off_timestamp
f.21841,Urine_collection_sign-off_timestamp
f.21842,Sample_collection_sign-off_timestamp
f.21851,Conclusion_sign-off_timestamp
f.21861,Imaging_screening_sign-off_timestamp
f.21862,Brain_MRI_sign-off_timestamp
f.21863,Chest_MRI_sign-off_timestamp
f.21864,DXA_assessment_sign-off_timestamp
f.21865,Carotid_ultrasound_sign-off_timestamp
f.21866,ECG_at_rest_sign-off_timestamp
f.21871,Cardiac_monitor_sign-off_timestamp
f.22000,Genotype_measurement_batch
f.22001,Genetic_sex
f.22002,CEL_files
f.22003,Heterozygosity
f.22004,Heterozygosity_PCA_corrected
f.22005,Missingness
f.22006,Genetic_ethnic_grouping
f.22007,Genotype_measurement_plate
f.22008,Genotype_measurement_well
f.22009,Genetic_principal_components
f.22010,Recommended_genomic_analysis_exclusions
f.22011,Genetic_relatedness_pairing
f.22012,Genetic_relatedness_factor
f.22013,Genetic_relatedness_IBS0
f.22018,Genetic_relatedness_exclusions
f.22019,Sex_chromosome_aneuploidy
f.22020,Used_in_genetic_principal_components
f.22021,Genetic_kinship_to_other_participants
f.22022,Sex_inference_X_probe-intensity
f.22023,Sex_inference_Y_probe-intensity
f.22024,DNA_concentration
f.22025,"Affymetrix_quality_control_metric_\Cluster.CR\"""""
f.22026,"Affymetrix_quality_control_metric_\dQC\"""""
f.22027,Outliers_for_heterozygosity_or_missing_rate
f.22028,Use_in_phasing_Chromosomes_1-22
f.22029,Use_in_phasing_Chromosome_X
f.22030,Use_in_phasing_Chromosome_XY
f.22032,IPAQ_activity_group
f.22033,Summed_days_activity
f.22034,Summed_minutes_activity
f.22035,Above_moderate/vigorous_recommendation
f.22036,Above_moderate/vigorous/walking_recommendation
f.22037,MET_minutes_per_week_for_walking
f.22038,MET_minutes_per_week_for_moderate_activity
f.22039,MET_minutes_per_week_for_vigorous_activity
f.22040,Summed_MET_minutes_per_week_for_all_activity
f.22051,UKBiLEVE_genotype_quality_control_for_samples
f.22052,UKBiLEVE_unrelatedness_indicator
f.22100,Chromosome_XY_genotype_results
f.22101,Chromosome_1_genotype_results
f.22102,Chromosome_2_genotype_results
f.22103,Chromosome_3_genotype_results
f.22104,Chromosome_4_genotype_results
f.22105,Chromosome_5_genotype_results
f.22106,Chromosome_6_genotype_results
f.22107,Chromosome_7_genotype_results
f.22108,Chromosome_8_genotype_results
f.22109,Chromosome_9_genotype_results
f.22110,Chromosome_10_genotype_results
f.22111,Chromosome_11_genotype_results
f.22112,Chromosome_12_genotype_results
f.22113,Chromosome_13_genotype_results
f.22114,Chromosome_14_genotype_results
f.22115,Chromosome_15_genotype_results
f.22116,Chromosome_16_genotype_results
f.22117,Chromosome_17_genotype_results
f.22118,Chromosome_18_genotype_results
f.22119,Chromosome_19_genotype_results
f.22120,Chromosome_20_genotype_results
f.22121,Chromosome_21_genotype_results
f.22122,Chromosome_22_genotype_results
f.22123,Chromosome_X_genotype_results
f.22124,Chromosome_Y_genotype_results
f.22125,Mitochondrial_genotype_results
f.22126,Doctor_diagnosed_hayfever_or_allergic_rhinitis
f.22127,Doctor_diagnosed_asthma
f.22128,Doctor_diagnosed_emphysema
f.22129,Doctor_diagnosed_chronic_bronchitis
f.22130,Doctor_diagnosed_COPD_(chronic_obstructive_pulmonary_disease)
f.22131,Doctor_diagnosed_cystic_fibrosis
f.22132,Doctor_diagnosed_alpha-1_antitrypsin_deficiency
f.22133,Doctor_diagnosed_sarcoidosis
f.22134,Doctor_diagnosed_bronchiectasis
f.22135,Doctor_diagnosed_idiopathic_pulmonary_fibrosis
f.22136,Doctor_diagnosed_fibrosing_alveolitis/unspecified_alveolitis
f.22137,Doctor_diagnosed_tuberculosis
f.22138,Doctor_diagnosed_silicosis
f.22139,Doctor_diagnosed_asbestosis
f.22140,Doctor_diagnosed_lung_cancer_(not_mesothelioma)
f.22141,Doctor_diagnosed_mesothelioma_of_the_lung
f.22146,Age_hayfever_or_allergic_rhinitis_diagnosed_by_doctor
f.22147,Age_asthma_diagnosed_by_doctor
f.22148,Age_emphysema_diagnosed_by_doctor
f.22149,Age_chronic_bronchitis_diagnosed_by_doctor
f.22150,Age_COPD_(Chronic_Obstructive_Pulmonary_Disease)_diagnosed_by_doctor
f.22151,Age_cystic_fibrosis_diagnosed_by_doctor
f.22152,Age_alpha-1_antitrypsin_deficiency_diagnosed_by_doctor
f.22153,Age_sarcoidosis_diagnosed_by_doctor
f.22154,Age_bronchiectasis_diagnosed_by_doctor
f.22155,Age_idiopathic_pulmonary_fibrosis_diagnosed_by_doctor
f.22156,Age_fibrosing_alveolitis/unspecified_alveolitis_diagnosed_by_doctor
f.22157,Age_tuberculosis_diagnosed_by_doctor
f.22158,Age_silicosis_diagnosed_by_doctor
f.22159,Age_asbestosis_diagnosed_by_doctor
f.22160,Age_lung_cancer_(not_mesothelioma)_diagnosed_by_doctor
f.22161,Age_mesothelioma_of_the_lung_diagnosed_by_doctor
f.22166,Recent_medication_for_hayfever_or_allergic_rhinitis
f.22167,Recent_medication_for_asthma
f.22168,Recent_medication_for_emphysema
f.22169,Recent_medication_for_chronic_bronchitis
f.22170,Recent_medication_for_COPD_(Chronic_Obstructive_Pulmonary_Disease)
f.22171,Recent_medication_for_cystic_fibrosis
f.22172,Recent_medication_for_alpha-1_antitrypsin_deficiency
f.22173,Recent_medication_for_sarcoidosis
f.22174,Recent_medication_for_bronchiectasis
f.22175,Recent_medication_for_idiopathic_pulmonary_fibrosis
f.22176,Recent_medication_for_fibrosing_alveolitis/unspecified_alveolitis
f.22177,Recent_medication_for_tuberculosis
f.22178,Recent_medication_for_silicosis
f.22179,Recent_medication_for_asbestosis
f.22180,Recent_medication_for_lung_cancer_(not_mesothelioma)
f.22181,Recent_medication_for_mesothelioma_of_the_lung
f.22182,HLA_imputation_values
f.22200,Year_of_birth
f.22330,PQ_interval
f.22331,QT_interval
f.22332,QTC_interval
f.22333,RR_interval
f.22334,PP_interval
f.22335,P_axis
f.22336,R_axis
f.22337,T_axis
f.22338,QRS_num
f.22400,Liver_iron_(Fe)
f.22401,Liver_inflammation_factor_(LIF)
f.22402,Proton_density_fat_fraction_(PDFF)
f.22403,Anterior_thigh_lean_muscle_volume_(right)
f.22404,Posterior_thigh_lean_muscle_volume_(right)
f.22405,Anterior_thigh_lean_muscle_volume_(left)
f.22406,Posterior_thigh_lean_muscle_volume_(left)
f.22407,Visceral_adipose_tissue_volume_(VAT)
f.22408,Abdominal_subcutaneous_adipose_tissue_volume_(ASAT)
f.22409,Total_thigh_muscle_volume
f.22410,Total_trunk_fat_volume
f.22411,VAT/ASAT_error_indicator
f.22412,Thigh_error_indicator_(left)
f.22413,Thigh_error_indicator_(right)
f.22414,Image_quality_indicator
f.22415,Total_adipose_tissue_volume
f.22416,Total_lean_tissue_volume
f.22417,Liver_iron_corrected_T1_(ct1)
f.22420,LV_ejection_fraction
f.22421,LV_end_diastolic_volume
f.22422,LV_end_systolic_volume
f.22423,LV_stroke_volume
f.22424,Cardiac_output
f.22425,Cardiac_index
f.22426,Average_heart_rate
f.22427,Body_surface_area
f.22432,Total_abdominal_adipose_tissue_index
f.22433,Weight-to-muscle_ratio
f.22434,Abdominal_fat_ratio
f.22435,Muscle_fat_infiltration
f.22436,Liver_proton_density_fat_fraction_(AMRA)
f.22499,Device_used_to_enter_occupational_data
f.22500,When_occupational_data_entered
f.22501,Year_ended_full_time_education
f.22502,Cough_on_most_days
f.22503,Years_of_cough_on_most_days
f.22504,Bring_up_phlegm/sputum/mucus_on_most_days
f.22505,Years_of_bringing_up_phlegm/sputum/mucus_on_most_days
f.22506,Tobacco_smoking
f.22507,Age_of_stopping_smoking
f.22508,Amount_of_tobacco_currently_smoked
f.22599,Number_of_jobs_held
f.22601,Job_coding
f.22602,Year_job_started
f.22603,Year_job_ended
f.22604,Work_hours_lumped_category
f.22605,Work_hours_per_week_exact_value
f.22606,Workplace_very_noisy
f.22607,Workplace_very_cold
f.22608,Workplace_very_hot
f.22609,Workplace_very_dusty
f.22610,Workplace_full_of_chemical_or_other_fumes
f.22611,Workplace_had_a_lot_of_cigarette_smoke_from_other_people_smoking
f.22612,Worked_with_materials_containing_asbestos
f.22613,Worked_with_paints_thinners_or_glues
f.22614,Worked_with_pesticides
f.22615,Workplace_had_a_lot_of_diesel_exhaust
f.22616,Breathing_problems_during_period_of_job
f.22617,Job_code_historical
f.22618,Breathing_problems_improved/stopped_away_from_workplace_or_on_holiday
f.22619,Breathing_problems_responsible_for_leaving_job
f.22620,Job_involved_shift_work
f.22630,Day_shifts_worked
f.22631,Period_spent_working_day_shifts
f.22640,Mixture_of_day_and_night_shifts_worked
f.22641,Period_spent_working_mix_of_day_and_night_shifts
f.22642,Usual_length_of_each_night_shift_during_mixed_shift_periods
f.22643,Number_of_night_shifts_worked_monthly_during_mixed_shift_periods
f.22644,Consecutive_night_shifts_during_mixed_shift_periods
f.22645,Rest_days_during_mixed_shift_periods
f.22650,Night_shifts_worked
f.22651,Period_spent_working_night_shifts
f.22652,Usual_length_of_each_night_shift_during_night_shift_periods
f.22653,Number_of_night_shifts_worked_monthly_during_night_shift_periods
f.22654,Consecutive_night_shifts_during_night_shift_periods
f.22655,Rest_days_during_night_shift_periods
f.22660,Gap_coding
f.22661,Number_of_gap_periods
f.22662,Title_for_other_gap
f.22663,Year_gap_started
f.22664,Year_gap_ended
f.22670,Minimum_carotid_IMT_(intima-medial_thickness)_at_120_degrees_
f.22671,Mean_carotid_IMT_(intima-medial_thickness)_at_120_degrees_
f.22672,Maximum_carotid_IMT_(intima-medial_thickness)_at_120_degrees_
f.22673,Minimum_carotid_IMT_(intima-medial_thickness)_at_150_degrees_
f.22674,Mean_carotid_IMT_(intima-medial_thickness)_at_150_degrees_
f.22675,Maximum_carotid_IMT_(intima-medial_thickness)_at_150_degrees_
f.22676,Minimum_carotid_IMT_(intima-medial_thickness)_at_210_degrees_
f.22677,Mean_carotid_IMT_(intima-medial_thickness)_at_210_degrees_
f.22678,Maximum_carotid_IMT_(intima-medial_thickness)_at_210_degrees_
f.22679,Minimum_carotid_IMT_(intima-medial_thickness)_at_240_degrees_
f.22680,Mean_carotid_IMT_(intima-medial_thickness)_at_240_degrees_
f.22681,Maximum_carotid_IMT_(intima-medial_thickness)_at_240_degrees_
f.22682,Quality_control_indicator_for_IMT_at_120_degrees
f.22683,Quality_control_indicator_for_IMT_at_150_degrees
f.22684,Quality_control_indicator_for_IMT_at_210_degrees
f.22685,Quality_control_indicator_for_IMT_at_240_degrees
f.22700,Date_first_recorded_at_location
f.22701,Home_location_east_co-ordinate
f.22702,Home_location_east_co-ordinate_(rounded)
f.22703,Home_location_north_co-ordinate
f.22704,Home_location_north_co-ordinate_(rounded)
f.22800,Chromosome_XY_imputation_and_haplotype_results
f.22801,Chromosome_1_imputation_and_haplotype_results
f.22802,Chromosome_2_imputation_and_haplotype_results
f.22803,Chromosome_3_imputation_and_haplotype_results
f.22804,Chromosome_4_imputation_and_haplotype_results
f.22805,Chromosome_5_imputation_and_haplotype_results
f.22806,Chromosome_6_imputation_and_haplotype_results
f.22807,Chromosome_7_imputation_and_haplotype_results
f.22808,Chromosome_8_imputation_and_haplotype_results
f.22809,Chromosome_9_imputation_and_haplotype_results
f.22810,Chromosome_10_imputation_and_haplotype_results
f.22811,Chromosome_11_imputation_and_haplotype_results
f.22812,Chromosome_12_imputation_and_haplotype_results
f.22813,Chromosome_13_imputation_and_haplotype_results
f.22814,Chromosome_14_imputation_and_haplotype_results
f.22815,Chromosome_15_imputation_and_haplotype_results
f.22816,Chromosome_16_imputation_and_haplotype_results
f.22817,Chromosome_17_imputation_and_haplotype_results
f.22818,Chromosome_18_imputation_and_haplotype_results
f.22819,Chromosome_19_imputation_and_haplotype_results
f.22820,Chromosome_20_imputation_and_haplotype_results
f.22821,Chromosome_21_imputation_and_haplotype_results
f.22822,Chromosome_22_imputation_and_haplotype_results
f.22823,Chromosome_X_imputation_and_haplotype_results
f.23000,1gG_antigen_for_Herpes_Simplex_virus-1
f.23001,2mgG_unique_antigen_for_Herpes_Simplex_virus-2
f.23002,gE_/_gI_antigen_for_Varicella_Zoster_Virus_
f.23003,VCA_p18_antigen_for_Epstein-Barr_Virus
f.23004,EBNA-1_antigen_for_Epstein-Barr_Virus
f.23005,ZEBRA_antigen_for_Epstein-Barr_Virus
f.23006,EA-D_antigen_for_Epstein-Barr_Virus
f.23007,pp150_Nter_antigen_for_Human_Cytomegalovirus
f.23008,pp_52_antigen_for_Human_Cytomegalovirus
f.23009,pp_28_antigen_for_Human_Cytomegalovirus
f.23010,IE1A_antigen_for_Human_Herpesvirus-6
f.23011,IE1B_antigen_for_Human_Herpesvirus-6
f.23012,p101_k_antigen_for_Human_Herpesvirus-6
f.23013,U14_antigen_for_Human_Herpesvirus-7
f.23014,LANA_antigen_for_Kaposi's_Sarcoma-Associated_Herpesvirus
f.23015,K8.1_antigen_for_Kaposi's_Sarcoma-Associated_Herpesvirus
f.23016,HBc_antigen_for_Hepatitis_B_Virus
f.23017,HBe_antigen_for_Hepatitis_B_Virus
f.23018,Core_antigen_for_Hepatitis_C_Virus
f.23019,NS3_antigen_for_Hepatitis_C_Virus
f.23020,p22_antigen_for_Toxoplasma_gondii
f.23021,sag1_antigen_for_Toxoplasma_gondii
f.23022,HTLV-1_gag_antigen_for_Human_T-Lymphotropic_Virus_1
f.23023,HTLV-1_env_antigen_for_Human_T-Lymphotropic_Virus_1
f.23024,HIV-1_gag_antigen_for_Human_Immunodeficiency_Virus
f.23025,HIV-1_env_antigen_for_Human_Immunodeficiency_Virus
f.23026,BK_VP1_antigen_for_Human_Polyomavirus_BKV
f.23027,JC_VP1_antigen_for_Human_Polyomavirus_JCV
f.23028,MC_VP1_antigen_for_Merkel_Cell_Polyomavirus
f.23029,L1_antigen_for_Human_Papillomavirus_type-16
f.23030,E6_antigen_for_Human_Papillomavirus_type-16
f.23031,E7_antigen_for_Human_Papillomavirus_type-16
f.23032,L1_antigen_for_Human_Papillomavirus_type-18
f.23033,momp_D_antigen_for_Chlamydia_trachomatis
f.23034,momp_A_antigen_for_Chlamydia_trachomatis
f.23035,tarp-D_F1_antigen_for_Chlamydia_trachomatis
f.23036,tarp-D_F2_antigen_for_Chlamydia_trachomatis
f.23037,PorB_antigen_for_Chlamydia_trachomatis
f.23038,pGP3_antigen_for_Chlamydia_trachomatis
f.23039,CagA_antigen_for_Helicobacter_pylori
f.23040,VacA_antigen_for_Helicobacter_pylori
f.23041,OMP_antigen_for_Helicobacter_pylori
f.23042,GroEL_antigen_for_Helicobacter_pylori
f.23043,Catalase_antigen_for_Helicobacter_pylori
f.23044,UreA_antigen_for_Helicobacter_pylori
f.23045,Very_nervous_mood_over_last_week
f.23046,Down_in_dumps_over_last_week
f.23047,Felt_calm_over_last_week
f.23048,Antigen_assay_date
f.23049,Antigen_assay_QC_indicator
f.23050,HSV-1_seropositivity_for_Herpes_Simplex_virus-1
f.23051,HSV-2_seropositivity_for_Herpes_Simplex_virus-2
f.23052,VZV_seropositivity_for_Varicella_Zoster_Virus_
f.23053,EBV_seropositivity_for_Epstein-Barr_Virus
f.23054,CMV_seropositivity_for_Human_Cytomegalovirus
f.23055,HHV-6_overall_seropositivity_for_Human_Herpesvirus-6
f.23056,HHV-6A_seropositivity_for_Human_Herpesvirus-6
f.23057,HHV-6B_seropositivity_for_Human_Herpesvirus-6
f.23058,HHV-7_seropositivity_for_Human_Herpesvirus-7
f.23059,KSHV_seropositivity_for_Kaposi's_Sarcoma-Associated_Herpesvirus
f.23060,HBV_seropositivity_for_Hepatitis_B_Virus
f.23061,HCV_seropositivity_for_Hepatitis_C_Virus
f.23062,T._gondii_seropositivity_for_Toxoplasma_gondii
f.23063,HTLV-1_seropositivity_for_Human_T-Lymphotropic_Virus_1
f.23064,HIV-1_seropositivity_for_Human_Immunodeficiency_Virus
f.23065,BKV_seropositivity_for_Human_Polyomavirus_BKV
f.23066,JCV_seropositivity_for_Human_Polyomavirus_JCV
f.23067,MCV_seropositivity_for_Merkel_Cell_Polyomavirus
f.23068,HPV_16_Definition_I_seropositivity_for_Human_Papillomavirus_type-16
f.23069,HPV_18_seropositivity_for_Human_Papillomavirus_type-18
f.23070,C._trachomatis_Definition_I_seropositivity_for_Chlamydia_trachomatis
f.23071,C._trachomatis_Definition_II_seropositivity_for_Chlamydia_trachomatis
f.23072,Downhearted_and_depressed_over_last_week
f.23073,H._pylori_Definition_I_seropositivity_for_Helicobacter_pylori
f.23074,H._pylori_Definition_II_seropositivity_for_Helicobacter_pylori
f.23075,HPV_16_Definition_II_seropositivity_for_Human_Papillomavirus_type-16
f.23076,Happy_over_last_week
f.23077,Device_used_for_typing
